1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z
-126.159,-299.519,2482.06,-127.994,-480.469,2463.54,-132.586,-625.731,2468.64,-125.366,-846.051,2488.86,-112.317,-809.005,2506.59,8.041,-784.344,2585.02,23.3683,-519.191,2679.08,177.881,-492.115,2502.11,-157.879,-811.217,2481.42,-246.694,-778.637,2386.39,-320.514,-502.659,2357.95,-91.1287,-435.007,2345.45,-39.6002,-303.841,2515.72,35.4494,84.1672,2413.57,90.2553,464.884,2348.53,150.536,592.7,2220.02,-204.212,-295.617,2451.72,-202.767,111.661,2471.22,-186.914,448.957,2674.63,-203.663,610.149,2606.64,-108.342,-924.825,2467.84,-50.537,-1019.54,2347.3,-27.9399,-1035.73,2397.14,-16.2498,-986.647,2516.15,-92.3148,-1043.86,2368.43,-195.468,-1006.52,2444.66
-124.828,-299.606,2483.39,-125.57,-480.944,2463.95,-129.494,-626.615,2468.72,-121.35,-847.578,2487.84,-108.606,-810.472,2505.94,15.583,-778.414,2575.97,25.0802,-517.949,2684.92,178.037,-492.965,2505.49,-154.051,-812.771,2480.29,-245.462,-780.03,2387.31,-316.928,-502.348,2362.08,-86.9598,-434.761,2348.1,-38.1289,-303.604,2517.38,35.739,85.3643,2413.8,88.5566,467.491,2349.3,142.935,597.146,2219.27,-203.008,-295.997,2452.73,-203.74,112.404,2470.91,-185.71,449.977,2675.67,-208.683,609.782,2605.1,-103.71,-926.354,2466.48,-44.8679,-1022.96,2347.37,-23.0962,-1038.92,2397.82,-12.6714,-988.719,2516.84,-87.2822,-1046.76,2368.16,-191.463,-1007.68,2442.71
-123.806,-300.662,2482.48,-123.926,-481.628,2462.91,-128.051,-626.925,2469.75,-121.629,-847.239,2491.77,-108.524,-810.073,2509.27,15.5279,-780.545,2580.06,29.8858,-520.642,2688.39,177.693,-492.014,2505.82,-154.018,-812.339,2483.91,-245.232,-779.853,2391.03,-317.533,-503.654,2359.18,-88.2085,-434.81,2349.47,-37.0624,-304.332,2515.89,34.833,85.0839,2415.82,88.7528,465.752,2348.31,146.763,598.97,2224.13,-202.027,-297.349,2452.35,-204.304,110.184,2471.89,-185.569,448.983,2673.04,-205.595,616.151,2622.26,-104.765,-926.283,2471.43,-43.7745,-1019.53,2351.17,-23.9462,-1037.57,2401.6,-16.5913,-991.774,2522.34,-87.1316,-1043.26,2369.72,-192.824,-1005.07,2442.1
-124.077,-300.402,2482.29,-124.215,-481.597,2461.98,-128.793,-627.132,2468.73,-121.464,-847.898,2489.7,-108.862,-810.691,2507.66,18.2942,-770.409,2567.26,23.149,-513.395,2684.23,178.163,-493.251,2506.04,-153.968,-813.082,2481.45,-245.287,-780.585,2388.35,-317.592,-502.884,2366.85,-88.7932,-433.562,2345.31,-37.5413,-304.319,2516.65,35.2585,85.6163,2416.41,89.2542,467.224,2350.45,142.76,597.246,2220.5,-202.11,-296.866,2451.31,-204.071,111.284,2472.43,-185.812,449.059,2676.64,-205.714,611.359,2611.12,-103.757,-926.865,2469.2,-43.7551,-1017.32,2345.96,-23.4038,-1036.56,2395.84,-14.915,-993.597,2517.77,-86.9935,-1041.55,2364.37,-192.195,-1005.13,2438.78
-123.989,-300.348,2482.7,-124.118,-481.461,2462.4,-128.68,-626.931,2469.14,-121.07,-847.592,2490.03,-108.514,-810.392,2507.99,18.5697,-770.254,2567.69,23.2677,-514.148,2686.33,179.817,-493.661,2509.67,-153.605,-812.83,2481.81,-245.023,-780.492,2388.84,-317.811,-503.026,2367.7,-88.819,-434.171,2348.01,-37.4924,-304.258,2517.04,35.442,85.5107,2417.02,89.3928,467.011,2351.46,143.634,595.869,2220.78,-201.986,-296.819,2451.74,-203.965,111.148,2472.78,-185.673,449.187,2676.19,-204.793,610.788,2608.95,-103.279,-926.495,2469.52,-43.5214,-1016.51,2345.94,-22.9469,-1035.79,2395.68,-14.1271,-993.059,2517.61,-86.6092,-1040.88,2364.46,-191.583,-1004.89,2439.28
-123.84,-300.348,2483,-123.896,-481.486,2462.61,-128.335,-626.998,2469.14,-120.024,-847.734,2489.41,-107.513,-810.539,2507.43,19.7597,-770.387,2566.78,24.9251,-514.95,2686.97,180.906,-493.927,2509.81,-152.692,-813.036,2481.39,-244.852,-780.841,2389.06,-318.717,-503.525,2368.98,-89.9182,-435.138,2345.26,-37.3142,-304.236,2517.31,35.425,85.695,2417.47,88.9149,467.456,2352.61,142.213,598.038,2223.21,-201.863,-296.839,2452.05,-204.027,111.168,2473.79,-186.046,449.208,2677.37,-205.403,610.276,2608.85,-102.073,-926.545,2468.62,-42.3305,-1015.12,2343.96,-21.2384,-1034.58,2393.43,-11.9755,-992.65,2515.63,-85.0753,-1040.03,2362.59,-189.88,-1005.54,2438.4
-123.837,-300.348,2483,-123.893,-481.488,2462.62,-128.332,-626.999,2469.14,-120.016,-847.735,2489.44,-107.504,-810.539,2507.45,19.7814,-770.371,2566.77,24.9795,-514.879,2686.83,180.854,-493.907,2509.57,-152.685,-813.039,2481.41,-244.855,-780.85,2389.09,-318.727,-503.534,2369.01,-89.9296,-435.145,2345.28,-37.311,-304.236,2517.31,35.4261,85.6941,2417.45,88.9213,467.452,2352.57,142.216,598.027,2223.16,-201.861,-296.84,2452.05,-204.027,111.169,2473.79,-186.037,449.209,2677.37,-205.388,610.284,2608.86,-102.065,-926.547,2468.65,-42.304,-1015.14,2344.01,-21.2178,-1034.59,2393.48,-11.9716,-992.644,2515.67,-85.0509,-1040.04,2362.64,-189.867,-1005.55,2438.43
-123.778,-301.641,2483.54,-124.234,-483.057,2462.6,-128.293,-628.868,2468.72,-117.429,-849.847,2489.67,-104.702,-812.399,2507.2,24.5707,-769.125,2560.38,24.1435,-512.334,2679.02,182.895,-492.919,2503.55,-150.684,-815.405,2482.45,-246.572,-782.933,2393.72,-319.281,-504.622,2375.58,-89.8849,-438.963,2346.1,-36.1214,-305.535,2515.37,36.5389,84.9008,2414.32,87.9732,468.247,2352.84,139.346,594.699,2218.14,-202.821,-298.125,2454.84,-204.878,110.618,2477.07,-185.537,449.749,2680.15,-205.459,609.748,2608.51,-99.3662,-928.733,2468.63,-40.3579,-1016.91,2342.94,-19.0074,-1036.73,2392.28,-8.99429,-995.408,2514.89,-83.1363,-1041.88,2361.7,-187.662,-1007.53,2438.39
-123.438,-302.117,2482.89,-123.707,-484.091,2462.54,-127.882,-630.234,2469.86,-116.237,-851.597,2492.56,-103.613,-813.872,2509.85,24.9438,-768.417,2564.02,23.5272,-511.801,2684.81,183.571,-493.888,2509.5,-149.695,-817.234,2485.05,-245.872,-782.576,2396.91,-324.894,-505.764,2371.48,-93.9372,-443.173,2342.27,-35.5727,-305.826,2514.9,36.4615,86.0168,2414.4,89.1909,469.674,2349.39,141.989,597.269,2215.59,-202.669,-298.769,2454.03,-205.147,110.94,2478.49,-185.629,451.008,2682.04,-206.156,608.872,2604.88,-97.8431,-930.789,2472.08,-42.1117,-1010.61,2338.95,-18.5805,-1032.98,2386.34,-4.57864,-998.702,2511.07,-83.8959,-1037.43,2357.78,-186.26,-1009.37,2440.35
-123.579,-301.913,2483.65,-123.969,-483.657,2462.73,-128.282,-629.688,2469.59,-117.751,-851.057,2490.77,-104.992,-813.547,2508.33,24.3702,-765.62,2557.9,25.8727,-509.323,2678.77,182.145,-493.551,2500.17,-151,-816.514,2483.43,-248.545,-782.798,2396.63,-324.939,-505.242,2374.42,-94.6087,-443.097,2341.35,-35.8469,-305.796,2515.75,36.5292,85.3715,2414.38,89.4449,468.639,2349.36,140.418,597.185,2216.01,-202.691,-298.408,2454.71,-204.865,110.904,2479.66,-185.791,451.266,2682.07,-203.996,605.605,2597.88,-99.7118,-930.123,2469.8,-46.3041,-1012.17,2337.25,-22.4777,-1034.12,2384.63,-6.75483,-998.359,2508.62,-88.0921,-1038.3,2356.89,-189.153,-1008.18,2440.14
-123.338,-301.862,2481.63,-124.09,-483.517,2461.72,-128.205,-629.346,2469.49,-114.743,-850.212,2491.66,-101.951,-812.502,2508.65,26.1824,-762.645,2559.02,27.6707,-505.789,2677.96,188.145,-492.917,2503.25,-148.507,-816.109,2485.01,-245.17,-782.614,2397.37,-329.566,-507.428,2379.09,-101.505,-445.492,2334,-35.0402,-305.54,2511.85,36.5109,86.0119,2413.24,89.0488,469.073,2349.3,142.068,598.772,2218.18,-202.959,-298.542,2454.37,-204.926,110.353,2478.76,-185.54,449.853,2681.73,-204.244,607.344,2604.16,-96.4234,-929.122,2470.72,-47.8353,-1012.24,2337.22,-21.4965,-1033.03,2383.71,-0.706632,-995.112,2506.15,-88.167,-1038.73,2359.14,-185.673,-1009.02,2446.44
-123.348,-301.841,2481.63,-124.105,-483.491,2461.7,-128.218,-629.32,2469.44,-114.73,-850.192,2491.5,-101.924,-812.489,2508.49,26.3306,-762.555,2558.47,28.2516,-505.251,2676.42,187.589,-492.892,2500.64,-148.501,-816.088,2484.89,-245.271,-782.554,2397.39,-329.725,-507.369,2379.44,-101.714,-445.383,2334.19,-35.0514,-305.525,2511.85,36.5022,86.0514,2413.37,88.9536,469.165,2349.7,142.009,599.273,2219.01,-202.969,-298.516,2454.38,-204.925,110.372,2478.8,-185.545,449.898,2681.71,-204.303,607.305,2603.99,-96.4277,-929.092,2470.51,-47.9203,-1012.01,2336.86,-21.5646,-1032.88,2383.3,-0.709627,-995.156,2505.79,-88.2469,-1038.53,2358.75,-185.704,-1008.93,2446.15
-123.411,-301.069,2482.57,-123.964,-482.356,2461.58,-127.78,-628.056,2468.17,-114.213,-848.872,2487.63,-101.514,-811.414,2505.09,27.6491,-758.103,2548.2,29.5521,-502.086,2668.04,187.176,-491.531,2491.02,-147.942,-814.763,2481.31,-248.732,-782.916,2398.1,-331.927,-507.7,2380.88,-104.289,-446.163,2334.85,-35.179,-304.813,2512.58,37.5037,84.8435,2409.67,88.8625,467.724,2346.91,140.35,597.172,2215.31,-202.974,-297.689,2455.5,-205.37,110.463,2482.91,-185.116,451.698,2681.81,-207.158,605.329,2598.15,-95.797,-927.398,2465.79,-48.659,-1009.33,2331.31,-22.8359,-1031.28,2377.46,-1.55131,-995.647,2500.32,-89.4739,-1035.33,2352.75,-186.405,-1005.09,2440.23
-123.661,-301.979,2482.51,-124.174,-483.266,2461.8,-127.972,-628.925,2468.73,-114.58,-849.739,2487.88,-101.811,-812.321,2505.35,27.8275,-758.755,2546.59,29.5941,-504.494,2670,188.106,-492.123,2493.95,-148.283,-815.595,2481.67,-250.086,-783.18,2399.96,-333.186,-507.878,2384.61,-106.383,-445.449,2335.95,-35.4094,-305.648,2512.43,38.7179,83.1471,2407.59,89.048,466.463,2347.14,142.018,603.51,2224.16,-203.24,-298.668,2455.53,-205.618,109.472,2482.03,-182.334,450.381,2681.02,-209.247,610.303,2611.9,-96.2883,-928.241,2465.9,-52.5236,-1013.01,2332.08,-25.9129,-1034.28,2378.09,-1.8492,-996.517,2499.77,-93.0619,-1038.29,2354.83,-187.933,-1005.71,2443.69
-122.756,-302.331,2482.08,-123.61,-483.571,2462.06,-127.228,-629.121,2469.29,-114.126,-849.798,2488.49,-100.958,-812.419,2505.67,28.9667,-758.864,2545.66,38.824,-497.319,2651.82,191.929,-492.734,2470.9,-147.815,-815.591,2482.83,-251.475,-784.242,2403.22,-331.967,-508.34,2388.4,-106.507,-444.904,2335.75,-34.1202,-305.904,2510.64,41.0519,80.8845,2400.35,87.1883,465.313,2345.57,139.395,600.831,2220.79,-202.683,-299.106,2456.31,-204.77,108.874,2480.99,-182.216,449.941,2679.26,-208.484,606.997,2603.91,-96.4538,-928.328,2466.32,-52.418,-1010.22,2330.94,-26.0565,-1032.54,2376.54,-2.38258,-997.527,2499.02,-93.0802,-1035.86,2352.96,-188.146,-1005,2442.09
-122.625,-302.79,2482.31,-123.589,-484.259,2461.85,-126.949,-630.055,2468.75,-111.968,-850.838,2489.22,-98.6669,-813.197,2505.89,31.3691,-760.737,2547.74,40.1334,-494.933,2644.11,194.523,-491.618,2463.78,-146.046,-816.837,2484.03,-251.621,-785.973,2406.42,-332.584,-509.561,2395.74,-108.464,-446.459,2335.81,-33.4484,-306.345,2509.64,42.2969,80.3082,2396.97,85.9092,466.252,2346.72,135.822,597.321,2215.94,-203.039,-299.58,2457.67,-205.254,108.829,2485.38,-182.707,451.313,2682.41,-207.285,607.088,2603.29,-94.2228,-929.526,2467.2,-54.2189,-1011.76,2330.47,-25.6655,-1033.38,2375.2,2.32805,-997.094,2496.6,-93.6136,-1037.94,2354.3,-185.692,-1007.94,2447.08
-122.857,-304.294,2481.21,-123.796,-485.177,2462.11,-126.866,-630.355,2469.76,-113.235,-850.53,2487.96,-99.5237,-813.287,2504.74,32.3102,-765.454,2544.41,58.973,-498.456,2630.3,204.165,-492.467,2443.75,-146.999,-816.387,2483.52,-255.311,-787.338,2410.02,-332.312,-510.863,2403.62,-112.181,-445.709,2335.51,-33.8243,-307.558,2507.75,44.0386,76.4254,2393.37,86.2344,461.226,2345.39,138.54,609.743,2237.28,-203.141,-301.347,2457.27,-205.456,105.251,2487.34,-182.189,448.488,2679.74,-209.513,608.466,2612.35,-96.3766,-928.818,2465.09,-58.4053,-1009.21,2327.49,-30.8837,-1032.5,2371.72,-2.51422,-999.663,2493.47,-98.5598,-1034.51,2350.51,-189.769,-1003.61,2443.08
-122.808,-304.53,2481.52,-123.885,-485.234,2462.48,-126.897,-630.276,2469.96,-113.049,-850.323,2486.77,-99.0205,-813.208,2503.46,34.4035,-765.563,2537.03,63.3986,-497.474,2617.68,198.31,-489.062,2423.95,-146.839,-816.179,2483.14,-256.872,-787.593,2412.31,-332.228,-510.902,2409.69,-113.531,-447.552,2336.31,-33.7471,-307.811,2507.63,44.6157,75.1011,2391.48,86.1267,459.697,2344.47,137.388,615.131,2246.39,-203.117,-301.567,2457.96,-205.285,104.497,2489.64,-182.746,448.423,2680.07,-208.734,606.437,2608.14,-96.678,-928.422,2463.22,-59.529,-1008.5,2325.41,-31.9939,-1032.02,2369.44,-3.12408,-999.676,2491.07,-99.6771,-1033.67,2348.47,-190.365,-1002.67,2441.32
-122.391,-308.315,2481.04,-124.318,-490.315,2462.16,-127.337,-636.25,2471.86,-112.441,-857.336,2493.9,-97.327,-819.545,2508.82,38.282,-774.563,2541.76,71.179,-504.235,2620.36,195.986,-488.717,2418.43,-146.621,-823.001,2491.36,-258.877,-792.429,2423.11,-330.636,-512.704,2419.89,-113.206,-447.638,2339.11,-31.52,-311.546,2502.91,46.2423,74.1937,2385.6,85.5307,462.208,2342.08,138.831,605.281,2225.41,-204.333,-305.398,2461.31,-206.029,103.539,2493.07,-183.309,449.788,2685.03,-205.277,606.979,2607.17,-97.4177,-936.624,2471.37,-80.8773,-1009.48,2324.47,-45.336,-1033.86,2362.39,2.59456,-1005.45,2479.88,-115.963,-1037.52,2352.74,-191.455,-1014.33,2461.47
-122.408,-308.31,2481.02,-124.379,-490.324,2462.13,-127.435,-636.267,2471.88,-112.657,-857.368,2494.03,-97.4526,-819.577,2508.87,38.5082,-774.605,2540.4,72.6543,-503.591,2616.13,193.74,-489.887,2411.8,-146.818,-823.002,2491.59,-259.449,-792.443,2423.93,-331.362,-512.728,2421.19,-114.439,-447.615,2339.04,-31.522,-311.561,2502.87,46.2873,74.1571,2385.4,85.7469,462.158,2341.61,138.989,605.055,2224.68,-204.363,-305.375,2461.32,-205.961,103.58,2493.29,-183.06,449.616,2685.67,-205.09,607.111,2608.41,-97.7878,-936.693,2471.5,-82.108,-1009.69,2324.56,-46.441,-1034.13,2362.33,2.11354,-1005.74,2479.58,-117.127,-1037.63,2353.01,-192.057,-1014.19,2462.1
-121.574,-308.377,2477.88,-124.128,-490.416,2459.02,-126.586,-636.214,2471.17,-113.676,-857.328,2494.66,-96.8777,-819.636,2507.97,41.8321,-774.015,2521.64,90.6247,-506.121,2600.55,177.029,-504.66,2378.85,-147.397,-822.436,2494.26,-266.277,-795.162,2436.58,-332.783,-514.345,2449.37,-127.141,-449.243,2341.97,-29.5413,-311.375,2494.36,48.8271,74.1841,2376.52,85.3394,463.117,2338.25,139.152,613.204,2230.93,-204.563,-305.67,2463.01,-206.204,102.995,2499.22,-181.985,451.227,2687.57,-200.274,607.114,2606.12,-101.657,-937.114,2472.01,-89.4591,-1009.66,2324.48,-53.1162,-1034.41,2361.41,-1.93783,-1006.7,2477.72,-124.012,-1037.53,2353.58,-196.505,-1014.12,2464.32
-121.548,-305.832,2476.39,-124.8,-488.856,2457.03,-127.224,-635.487,2469.23,-115.447,-857.667,2495.2,-97.4258,-819.79,2507.12,43.3944,-778.572,2522.12,103.907,-503.957,2569.22,170.764,-504.619,2339.45,-148.939,-822.184,2496.16,-270.042,-791.95,2442.95,-347.298,-514.435,2480.58,-159.917,-451.843,2340.23,-28.6331,-309.007,2490.79,48.5855,79.0459,2372.2,83.7324,470.656,2337.07,137.136,611.793,2216.28,-205.333,-302.966,2463.4,-206.137,107.206,2508.15,-182.486,457.13,2698.2,-199.245,606.963,2603.88,-105.518,-938.34,2472.91,-102.239,-1005.6,2321.41,-62.8756,-1031.18,2355.04,-4.01483,-1006.69,2469.25,-134.489,-1035.29,2351.87,-200.017,-1017.14,2468.71
-122.011,-307.82,2474.45,-125.061,-490.257,2451.92,-126.822,-636.709,2464.2,-113.764,-857.931,2494.93,-95.3192,-819.826,2505.16,46.4997,-780.389,2510.91,100.48,-503.378,2548.93,156.108,-501.616,2316.49,-147.179,-822.479,2496.44,-271.409,-792.816,2451.13,-350.747,-517.557,2497.28,-172.012,-462.693,2343.57,-28.8149,-310.811,2486.05,49.9776,75.479,2364.53,83.4281,467.241,2335.4,138.206,608.029,2215.2,-206.05,-305.12,2463.99,-207.697,104.327,2510.65,-181.886,454.725,2698.5,-200.87,613.122,2620.41,-104.706,-939.016,2474.21,-108.152,-1008.27,2323.84,-67.461,-1033.45,2356.03,-3.71444,-1007.58,2467.09,-139.065,-1037.42,2356.04,-199.334,-1017.53,2475.21
-122.293,-304.291,2472.64,-125.96,-486.646,2452.41,-127.059,-632.835,2464.67,-116.051,-853.998,2493.59,-96.5742,-816.312,2503.09,46.0363,-781.501,2494.61,99.3584,-505.01,2533.43,143.89,-515.582,2299.29,-148.733,-818.107,2496.87,-276.485,-789.547,2462.78,-383.552,-524.244,2507.88,-209.008,-502.579,2342.25,-28.9303,-307.111,2481.13,53.5261,75.565,2353.34,80.5206,467.731,2334.55,132.651,617.331,2224.84,-206.482,-301.745,2464.98,-207.515,107.102,2510.24,-180.81,453.455,2703.83,-199.831,601.316,2607.87,-109.292,-934.945,2472.09,-117.788,-1002.72,2321.58,-77.8868,-1029.86,2352.98,-11.6961,-1007.68,2463.12,-149.458,-1030.69,2353.94,-207.078,-1009.1,2473.85
-122.345,-304.443,2472.34,-126.46,-487.257,2452.24,-127.385,-633.84,2464.13,-117.927,-855.569,2493.5,-97.5319,-818.012,2502.02,44.9343,-784.691,2484.11,100.284,-506.532,2511.65,131.995,-527.194,2275.51,-150.057,-819.16,2498.05,-281.581,-794.1,2476.55,-366.906,-521.093,2526.38,-256.564,-511.954,2310.99,-28.6211,-307.311,2479.24,56.0192,73.4931,2344.22,78.0371,467.278,2334.93,132.866,622.553,2233.94,-206.86,-301.854,2466.12,-207.621,107.361,2516.91,-183.445,459.306,2702.6,-206.16,603.576,2601.32,-113.116,-936.869,2472.01,-118.16,-1000.78,2319.22,-79.4577,-1029.35,2351.11,-16.0433,-1010.9,2463.92,-151.207,-1029.19,2350,-212.136,-1009.84,2469.02
-122.888,-306.263,2470.9,-127.642,-489.507,2452.73,-128.362,-636.245,2465.11,-119.382,-858.327,2494.22,-98.2697,-820.889,2501.76,40.1531,-787.638,2462.79,112.366,-513.502,2495.09,109.431,-519.801,2255.72,-151.001,-821.6,2500.25,-284.869,-799.24,2496.16,-363.306,-523.221,2542.85,-283.231,-512.513,2314.19,-28.9045,-309.166,2475.58,55.0118,72.2811,2340.27,76.4252,466.59,2329.78,132.145,621.708,2228.55,-207.637,-303.642,2466.67,-207.671,105.78,2520.14,-183.635,457.812,2706.81,-201.08,600.78,2602.28,-116.256,-939.78,2472.56,-127.021,-1007.38,2321.43,-86.4888,-1034.69,2352.26,-18.4057,-1012.72,2461.87,-158.307,-1035.56,2354.3,-214.341,-1014.27,2475.58
