1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z
175.822,-268.225,2278.8,155.718,-451.621,2262.1,147.364,-599.325,2268.94,136.765,-824.125,2282.06,162.962,-789.442,2288.12,307.596,-775.314,2257.88,399.063,-504.594,2283.95,342.463,-391.752,2078.86,110.686,-784.9,2295.97,-18.1705,-739.857,2292.19,-91.3175,-458.343,2321.85,-25.1056,-372.047,2103.57,268.834,-277.023,2263.45,288.315,125.889,2163.04,344.839,500.037,2284.05,332.895,626.187,2136.46,91.9504,-260.288,2292.64,92.6612,144.797,2201.36,181.228,500.834,2364.32,131.569,627.224,2247.74,127.199,-903.931,2254.97,107.422,-988.368,2112.43,151.853,-1010.67,2142.53,227.869,-974.04,2243.56,80.159,-1014.18,2150.85,32.8966,-981.941,2274.28
176.051,-277.907,2279.92,157.056,-460.848,2262.87,149.288,-608.233,2267.73,143.283,-832.79,2275.76,168.756,-797.836,2282.4,312.412,-779.021,2252.16,404.423,-512.41,2300.26,333.293,-409.212,2095.42,116.612,-794.534,2290.71,-14.1217,-757.721,2281.06,-115.189,-487.524,2323.08,-39.6518,-412.294,2104.52,268.841,-286.112,2264.58,287.286,115.97,2165.63,340.984,487.449,2292.26,327.247,614.863,2146.66,92.3789,-270.504,2293.75,94.1268,135.317,2211.66,175.675,496.816,2363,134.563,622.402,2243.06,135.124,-911.907,2247.01,114.362,-1001.59,2108.42,158.451,-1023.06,2139.3,234.733,-983.298,2238.43,86.9389,-1025.46,2147.76,40.2803,-987.824,2269.46
175.646,-301.145,2279.85,157.327,-485.37,2262.51,149.793,-633.766,2266.91,142.816,-859.793,2274.95,168.466,-824.695,2282.05,312.525,-799.243,2253.81,410.774,-535.31,2314.15,323.938,-440.738,2109.33,115.854,-821.183,2289.53,-14.6069,-780.813,2277.8,-103.789,-511.374,2352.45,-23.2045,-446.2,2130.68,269.304,-309.141,2265.85,293.017,99.9233,2187.11,343.84,473.835,2316.01,333.068,605.244,2172,91.1919,-293.931,2292.47,99.4924,117.88,2228.72,173.15,485.889,2375.4,137.776,615.302,2255.93,134.81,-939.414,2245.88,117.209,-1028.21,2104.98,160.848,-1050.17,2136.86,235.262,-1011.2,2238.85,88.6793,-1052.65,2143.66,38.8334,-1016.05,2265.41
176.074,-330.485,2277.72,158.486,-513.41,2259.38,151.511,-660.866,2261.98,144.532,-885.434,2267.44,170.164,-850.676,2274.44,314.08,-826.071,2250.33,411.482,-568.186,2326.75,329.567,-484.024,2117.34,118.057,-847.242,2282.86,-10.2538,-805.198,2265.49,-96.9725,-545.71,2366.01,-22.7682,-486.558,2142.16,269.005,-337.941,2262.96,289.919,69.4012,2189.64,339.552,443.706,2309.19,318.716,574.474,2167.5,92.2753,-323.757,2291.03,101.596,86.8488,2239.18,167.771,460.302,2366.97,141.72,587.314,2244.4,135.984,-964.163,2237.79,116.572,-1059.61,2102.95,160.637,-1079.48,2134.89,236.106,-1035.13,2232.67,89.111,-1082.02,2143.09,41.5612,-1039.75,2262.87
179.295,-353.873,2277.06,162.398,-535.132,2256.97,155.485,-681.382,2258.17,147.887,-904.102,2261.72,173.358,-869.765,2269.12,317.819,-853.278,2249.23,412.843,-600.439,2335.96,358.372,-534.704,2113.68,121.64,-866.275,2277.15,-3.86841,-821.109,2256.3,-115.586,-607.202,2415.42,-6.04368,-528.474,2215.57,271.794,-361.123,2264.67,296.203,44.8464,2205.54,340.705,419.362,2315.2,328.156,548.542,2173.28,95.8851,-347.332,2288.23,109.479,61.3658,2251.88,165.054,439.727,2358.11,148.401,564.537,2233.79,139.381,-981.911,2231.63,125.372,-1078.66,2098.76,167.918,-1097.73,2132.34,238.988,-1052.02,2231.32,96.7406,-1100.37,2137.87,45.092,-1056.79,2254.17
181.739,-370.664,2279.54,165.367,-552.08,2256.37,158.777,-698.717,2258.07,154.39,-922.026,2264.72,179.233,-887.115,2272.22,323.406,-865.666,2252.18,410.787,-610.19,2341.57,343.458,-560.135,2118.08,127.16,-884.289,2279.01,-1.55126,-846.273,2261.44,-102.427,-595.682,2366.38,-20.6966,-542.987,2145.06,274.763,-377.76,2269.36,307.807,31.4261,2234.02,343.078,398.517,2372.09,351.076,532.444,2233.61,97.8559,-364.262,2288.71,115.988,45.6863,2256.74,163.343,422.76,2374.7,163.477,551.368,2252.51,147.729,-1000.58,2235.5,127.106,-1090.88,2098.49,170.282,-1112.57,2129.86,245.713,-1073.16,2228.75,99.0833,-1113.76,2137.56,52.0615,-1074.33,2257.64
181.73,-371.925,2279.84,165.279,-552.884,2256.82,158.513,-699.149,2257.87,153.17,-921.925,2262.5,178.071,-887.276,2270.38,321.844,-865.548,2250.49,413.834,-614.419,2345.15,343.633,-552.867,2126.1,126.118,-884.296,2277,-1.57751,-844.291,2259.06,-103.04,-597.684,2370.65,-13.6846,-539.258,2154.44,274.519,-379.076,2269.75,307.468,28.8897,2232.36,343.127,396.901,2364.95,348.112,529.629,2225.85,98.0574,-365.473,2288.94,116.209,43.2839,2255.12,163.774,420.061,2370.54,164.881,547.079,2247.34,146.298,-999.988,2232.64,127.786,-1088.92,2094.94,169.69,-1111.43,2127.17,243.007,-1073.91,2227.95,98.4872,-1111.52,2133.04,49.1762,-1072.14,2251.83
181.972,-370.058,2284.84,165.999,-550.043,2260.74,159.302,-695.621,2261.53,153.264,-917.346,2264.97,177.988,-882.972,2273.46,320.044,-862.762,2246.13,406.243,-615.357,2351.44,344.177,-526.969,2140.49,126.17,-879.885,2279.06,1.44938,-836.048,2254.98,-95.5397,-583.639,2353.25,-0.186265,-510.481,2145.52,274.485,-377.136,2276.38,308.7,28.1234,2232.55,339.205,387.683,2382.93,343.517,521.395,2246.02,98.5489,-363.672,2292.47,116.857,41.7681,2245.04,162.909,409.166,2382.72,174.465,536.22,2261.31,146.783,-994.878,2234.75,127.796,-1086.23,2099.65,169.636,-1107.96,2132.02,243.02,-1068.53,2231.22,98.7947,-1107.92,2138.16,50.2049,-1066.27,2255.75
184.044,-356.467,2286.84,168.987,-534.193,2263.27,162.516,-677.878,2263.48,151.359,-896.505,2266.9,176.39,-863.153,2275.7,317.572,-848.879,2250.29,410.389,-596.984,2325.08,342.711,-475.756,2136.85,125.241,-858.901,2280.27,2.41277,-813.054,2260.29,-81.5121,-557.548,2351.39,10.7975,-484.797,2145.75,275.497,-363.331,2280.17,306.351,36.5277,2233.82,338.331,395.786,2370.84,336.131,526.991,2234.93,101.578,-350.274,2292.85,117.138,49.5057,2242.16,163.866,408.071,2387.96,165.844,534.361,2268.55,143.722,-972.885,2237,127.422,-1061.85,2102.54,168.807,-1083,2134.58,239.864,-1044.03,2233.45,98.855,-1084.13,2140.09,49.3772,-1045.06,2256.21
189.336,-326.331,2288.52,172.963,-503.736,2266.61,165.774,-647.042,2264.42,153.457,-865.13,2263.25,178.611,-832.181,2272.73,319.276,-817.965,2246.3,410.043,-568.47,2328.88,397.594,-472.024,2116.75,127.603,-827.759,2277.38,4.2356,-781.65,2264.63,-77.4031,-522.643,2345.31,4.30237,-425.295,2146.08,280.22,-333.447,2278.23,301.568,63.4405,2212.91,346.479,426.289,2333.35,324.131,555.489,2197.94,107.382,-319.911,2297.81,115.814,77.9859,2238.64,178.664,430.081,2391.6,154.858,555.901,2274.65,145.426,-940.649,2231.83,132.962,-1031.82,2098.9,174.535,-1051.25,2131.54,243.362,-1008.9,2230.22,104.755,-1054.29,2136.43,53.2121,-1015.04,2251.24
