1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z
269.248,-209.985,1964.31,282.837,-380.039,1952.67,296.253,-515.481,1939.94,324.141,-721.398,1929.01,343.382,-685.767,1930.06,452.983,-646.803,1857.66,475.072,-384.889,1825.05,356.529,-222.889,1729.55,300.753,-691.28,1953.53,182.167,-692.162,1996.24,74.4941,-444.938,2007.02,61.1281,-274.693,1860.35,346.49,-201.082,1924.41,331.781,176.138,1993.06,331.542,527.754,2097.15,348.142,658.7,1975.42,199.595,-218.011,2000.29,146.235,161.541,2001.24,125.323,525.626,2066.93,65.6416,642.956,1967.12,318.779,-793.739,1899.55,265.011,-888.323,1790.55,316.729,-898.997,1799.99,410.326,-844.206,1854.77,260.851,-911.444,1834.22,261.028,-875.683,1954.6
281.808,-215.482,1974.98,292.998,-386.2,1954.6,309.035,-522.518,1943.07,340.579,-729.56,1933.1,359.359,-693.327,1933.76,465.882,-648.772,1858.08,480.793,-384.106,1827.22,352.865,-224.511,1735.92,316.717,-699.463,1957.82,197.437,-701.757,2001.38,86.5111,-453.537,2006.47,75.4479,-282.898,1857.43,358.991,-205.504,1933.78,336.884,176.052,1992.12,332.228,530.062,2097.84,347.949,661.424,1974.44,212.208,-224.477,2012.13,156.125,157.523,2002.91,138.576,525.17,2065.66,74.4308,641.882,1965.8,336.162,-802.721,1903.92,277.862,-893.786,1792.61,329.749,-906.272,1801.19,426.311,-855.147,1856.43,273.532,-917.987,1836.11,276.263,-884.855,1958.19
292.855,-219.319,1979.77,301.321,-388.992,1952.92,318.541,-524.983,1942.15,352.962,-731.16,1931.51,371.193,-694.73,1932.27,475.706,-642.711,1859.04,478.778,-377.253,1836.76,341.099,-226.036,1746.35,328.736,-701.537,1956.31,208.886,-704.228,1997.57,100.047,-455.795,2008.49,101.858,-286.727,1857.88,369.692,-208.931,1938.35,345.033,173.052,1987.69,338.191,527.529,2089.4,347.11,657.959,1964.79,223.567,-228.684,2017.12,166.963,152.559,2008.08,151.179,520.528,2065.29,85.7571,636.236,1965.57,349.571,-804.155,1902.15,294.868,-898.501,1792.13,346.914,-909.375,1801.33,441.38,-854.759,1856.38,290.841,-922.035,1835.93,291.602,-886.851,1957.24
304.636,-225.635,1993.58,309.637,-392.783,1955.55,327.177,-528.352,1945.1,364.568,-733.356,1933.83,382.22,-696.855,1936.39,484.161,-641.863,1862.46,488.145,-377.151,1840.74,339.322,-233.827,1756.98,338.411,-704.472,1957.25,215.411,-707.758,1986.24,103.579,-462.712,2012.73,113.73,-297.81,1858.86,384.309,-215.282,1958.55,354.837,167.788,1980.31,345.062,521.582,2080.25,348.118,650.389,1954.44,232.791,-234.968,2025.17,178.103,145.302,2012.12,162.954,512.727,2065.82,102.087,627.391,1962.87,364.079,-805.7,1903.3,313.928,-899.271,1791.11,364.905,-911.274,1803.44,456.937,-858.658,1863.54,306.747,-922.306,1834.6,301.127,-886.342,1955.17
309.574,-227.992,1996.13,314.181,-394.176,1956.87,330.935,-529.242,1945.65,369.285,-733.193,1933.6,386.665,-696.766,1936.52,489.731,-643.885,1863.61,493.009,-381.437,1830.15,336.032,-236.287,1770.08,342.879,-704.684,1956.86,219.565,-707.561,1982.18,103.632,-466.681,2017.11,121.535,-303.802,1863.09,389.72,-217.943,1963,358.697,163.833,1977.66,349.767,516.115,2077.73,349.356,644.844,1952.82,237.303,-237.05,2026.01,185.548,142.264,2018.56,171.279,508.044,2073.68,111.832,622.871,1971.12,369.428,-805.081,1902.78,323.644,-902.271,1792.65,374.552,-912.512,1805.9,463.892,-856.161,1865.7,316.513,-924.37,1836.41,308.233,-885.874,1955.52
316.325,-228.904,1990.72,321.49,-395.29,1954.35,337.313,-530.219,1944.32,377.835,-733.323,1934.16,394.728,-696.817,1937.53,497.966,-643.925,1865.52,496.869,-382.083,1832.38,333.943,-239.317,1786.07,350.485,-705.073,1956.4,226.461,-707.235,1976.15,111.359,-468.919,2023.88,133.114,-313.645,1863.45,397.473,-219.769,1960.46,365.356,161.067,1971.84,359.464,512.312,2072.45,348.137,641.469,1949.14,243.149,-237.138,2018.01,197.657,141.939,2028.69,186.634,505.636,2091.59,124.209,621.079,1992.21,379.654,-805.107,1903.65,339.464,-903.093,1792.58,389.869,-912.513,1807.69,475.908,-854.792,1870.34,331.077,-925.089,1836.02,317.906,-886.408,1954.3
325.584,-227.511,1991.64,329.543,-393.579,1956.24,344.331,-528.129,1945.53,383.096,-730.827,1934.08,400.25,-694.568,1937.25,503.38,-642.985,1864.96,494.172,-381.791,1834.87,329.064,-240.252,1796.63,356.435,-702.545,1956.82,233.126,-705.27,1978.32,113.049,-471.454,2030.94,133.55,-314.869,1872.63,405.763,-218.758,1959.55,372.132,160.793,1967.79,372.326,510.643,2069.15,348.704,639.458,1948.08,253.283,-235.401,2020.59,208.451,142.392,2035,206.847,501.955,2113.66,135.269,617.314,2021.49,383.858,-802.296,1903.43,346.728,-902.562,1794.02,397.402,-909.881,1808.78,481.37,-848.486,1869.99,339.527,-924.338,1837.61,325.809,-885.085,1955.21
328.81,-227.234,1994.91,331.865,-393.721,1959.44,346.32,-528.659,1949.03,386.449,-731.653,1938.68,403.419,-695.181,1941.59,508.04,-643.761,1870.74,491.432,-382.565,1838.43,325.965,-240.633,1800.15,359.602,-703.338,1961.37,235.927,-706.907,1982.39,117.478,-471.601,2035.31,136.283,-316.07,1875.02,408.874,-218.734,1961.91,372.986,161.579,1966.97,377.702,511.994,2069.39,346.479,640.935,1949.56,256.613,-234.895,2024.66,212.73,143.717,2043.76,220.697,500.613,2136.95,140.497,616.205,2051.74,387.592,-803.472,1908.39,354.155,-905.744,1799.14,405.082,-911.37,1814.23,486.933,-846.819,1875.62,347.416,-927.54,1842.92,331.82,-887.974,1960.5
328.77,-226.108,1996.5,332.271,-393.061,1962.19,347.03,-528.232,1952.96,389.13,-731.178,1944.06,405.769,-694.487,1946.88,510.597,-642.628,1876.3,488.415,-381.588,1843.21,322.613,-240.104,1803.07,361.839,-702.939,1966.44,237.966,-707.865,1987.01,119.629,-472.992,2043.78,131.385,-312.256,1887.58,409.155,-217.732,1963.94,373.771,163.101,1971.25,381.503,512.706,2077.9,346.514,643.434,1960.72,256.283,-233.657,2025.85,216.279,145.211,2055.57,227.382,501.039,2154.31,145.282,618.027,2072.46,391.134,-803.255,1914.17,356.896,-903.756,1803.25,407.672,-910.394,1818.68,490.159,-847.845,1881.6,349.45,-926.008,1846.76,333.528,-887.597,1964.85
337.245,-221.261,2003.66,339.714,-388.534,1968.82,353.704,-524.021,1958.35,393.704,-727.817,1947.93,410.775,-691.249,1951.1,517.381,-640.242,1881.96,485.718,-379.7,1847.7,328.849,-228.028,1806,366.584,-699.395,1970.49,242.841,-708.626,1992.15,120.424,-475.563,2050.7,111.071,-307.205,1901.79,417.259,-212.996,1969.65,375.566,168.175,1968.83,393.816,514.775,2086.41,344.775,645.443,1973.63,265.093,-228.711,2034.33,221.743,150.975,2060.29,253.41,498.605,2183.9,160.296,614.758,2112.54,395.023,-799.839,1917.39,365.014,-903.077,1807.25,415.749,-908.338,1823.76,495.837,-842.805,1887.28,357.24,-924.847,1851.09,338.239,-884.838,1968.5
